sno	Title	Headline	ShortDesc	Category	Location	Country	US	Distance	Count_update	Count_comment	Count_funder	Count_photo	Amount_goal	Amount_Raised	Amount_currency	Ratio	Time_Left	Current	Type	Start_year	Start_month	Start_day	End_year	End_month	End_day	Duration	Min_perk	No_min_perk	Max_perk	No_max_perk	Median_perk	No_med_perk	Total_perk	FB_like	FB_talking	Tweet_follow	Tweet_status	Youtube_avg_duration	Youtube_avg_view_count	Youtube_avg_rating
66	the-nifty-minidrive--5	The Nifty MiniDrive	The simple, elegant solution to put more memory in your Mac.	Technology	Manchester, United Kingdom	United Kingdom	0	0	9	50	70	7	20000	3836	SD 	0.1918	0	1	 Flexible Funding 	2012	1	29	2012	5	28	10368000	5	0	800	0	55	60	7	0	0	0	0	0	0	0
67	modwithme-making-custom-computer-parts-available-for-everyone		Want to create custom computer parts? Sign up to the ModAcademy and start modding with the CNC or Lasercutter in our kick-ass workshop!	Technology	Boxtel, Netherlands	Netherlands	0	0	2	27	28		5600	3826	UR 	0.6832142857	0	1	 Flexible Funding 	2013	7	10	2013	9	1	4579200	2	3	2	3	2	3	11	5366	422	0	0	0	0	0
68	statwolf-virtual-data-a0lyst-in-your-browser	StatWolf - Virtual Data A0lyst in your Browser	StatWolf is a web-based platform that allows you to easily extract knowledge from all of your data sources by applying state of the art data mining tools.	Technology	Milano, Italy	Italy	0	0	1	4	21		20000	3803	SD 	0.19015	0	1	 Flexible Funding 	2013	6	10	2013	7	20	3456000	3	1	6000	0	52.5	0	10	0	0	0	0	0	0	0
69	treetaggr	TreeTaggr	Protecting forests is at your fingertips - TreeTaggr turns your phone into a tool to report on forest health.	Technology	Cary, North Caroli0, United States	United States	0	0	0	4	29		20000	3800	SD 	0.19	0	1	 Verified Nonprofit ,  Flexible Funding 	2013	3	1	2013	4	30	5184000	10	2	1000	0	75	0	6	0	0	0	0	0	0	0
70	soul-the-smart-compute-device	Soul - The Smart Compute Device	Powerful and a fully featured Intel Quad-Core powered Linux (Debian) and Android x86 Compute Device. Useful for both the home   the office.	Technology	Alpharetta, Georgia, United States	United States	0	0	7	51	12		1490000	3798	SD 	0.0025489933	0	1	 Fixed Funding 	2013	8	19	2013	10	18	5184000	10	0	5000	0	159	0	10	0	0	0	0	0	0	0
71	power-meter-in-a-pair-of-pedals-swedish-adre0line	Power Meter in a pair of pedals - Swedish Adre0line	Swedish Adre0line Power Meter - a new power meter for cyclists. It's easy to use, affordable and compatible with both ANT+ and Bluetooth Smart head units.	Technology	Halmstad, Sweden	Sweden	0	0	0	18	29	3	50000	3766	SD 	0.07532	0	1	 Flexible Funding 	2013	8	22	2013	10	4	3715200	10	8	1000	2	50	4	5	154	0	0	0	0	0	0
72	open-up-the-amlogic-box	Open up the AMLogic box	Let us all unite to buy a brand new Smart TV Box and in the process get the AMLogic 8726-M3 source code as a bonus.	Technology	Leiden, Netherlands	Netherlands	0	0	10	60	49	8	43753	3760	SD 	0.0859369643	0	1	 Fixed Funding 	2012	10	30	2012	12	16	4060800	5	9	2500	0	299.5	0	6	62	2	0	0	0	0	0
73	trindocase	TrindoCase	Trindo: Create your own individualized 3D printed smartphone case. Design one yourself or choose one of our professio0l designs.	Technology	München, Germany	Germany	0	0	2	12	81	27	30000	3740	UR 	0.1246666667	0	1	 Flexible Funding 	2013	6	1	2013	7	1	2592000	2	35	2	35	2	35	12	0	0	0	0	0	0	0
74	avatwist-mobile-app	AvaTwist Mobile App.	If you care about PRIVACY, SECURITY or YOUR IDENTITY then AvaTwist is for U!!  Wait until U see how we do it!!	Technology	Woburn, Massachusetts, United States	United States	0	0	10	41	62	6	50000	3723	SD 	0.07446	0	1	 Flexible Funding 	2012	11	27	2012	12	27	2592000	7	1	10000	0	99	1	9	0	0	0	0	0	0	0
75	eyelight	EYELIGHT	New Science of Health and Wellness	Technology	Maui, Hawaii, United States	United States	0	0	0	17	27	1	25000	3718	SD 	0.14872	0	1	 Flexible Funding 	2012	2	7	2012	5	1	7257600	50	16	5000	0	750	0	6	0	0	0	0	0	0	0
76	our-family-lives-intergeneratio0l-collaboration-in-4-d		We're bringing MEANINGFUL back to technology for everyone. Leave your mark on the world forever.	Technology	San Francisco, California, United States	United States	0	0	6	9	22	1	50000	3715	SD 	0.0743	0	1	 Flexible Funding 	2013	8	22	2013	10	6	3888000	1	0	50000	0	75	0	11	0	0	0	0	0	0	0
77	carbon-composite-monocoque-for-mcgill-racing-team-s-formula-sae-prototype		To improve performance in the Formula Student/SAE competition series, the McGill Racing Team is developing a carbon fiber monocoque chassis.	Technology	Montréal, Quebec, Ca0da	Ca0da	0	0	1	3	29	4	8000	3725	AD 	0.465625	27	1	 Flexible Funding 	2013	11	19	2013	12	31	3628800	10	7	1000	1	110	0	6	1498	28	0	0	643.2666666667	346.7333333333	4
78	mercy-cards-launch	Mercy Cards Launch	Mercy Cards are innovative, prepaid gift cards for the homeless that restrict the purchase of liquor, but allow for purchase of food.	Technology	Evanston, Illinois, United States	United States	0	0	2	39	72		75000	3690	SD 	0.0492	0	1	 Flexible Funding 	2012	11	28	2013	1	27	5184000	5	6	500	1	25	23	7	0	0	0	0	0	0	0
79	speedspiration	SpeedSpiration	Fastest brainstorming platform with gaming factor!	Technology	Hamburg, Germany	Germany	0	0	21	81	55	22	3500	3676	UR 	1.0502857143	0	1	 Flexible Funding 	2012	9	7	2012	10	12	3024000	2	7	2	7	2	7	9	0	0	0	0	0	0	0
0	ziblee-beverage-pleasure-enhancer	Ziblee beverage pleasure enhancer	Briefly stir your favorite adult beverage with the Ziblee and be amazed at the improvement in flavor and smoothness.	Technology	Scottsdale, Arizo0, United States	United States	0	0	0	20	34	12	50000	3675	SD 	0.0735	0	1	 Flexible Funding 	2013	5	31	2013	7	30	5184000	10	0	1850	0	85	0	8	0	0	0	0	0	0	0
1	rhyme-coach-the-learn-to-rap-app	Rhyme Coach::  The Learn to Rap App!	RHYME COACH is an APP that TEACHES you to RHYME and lets you instantly SHARE your rhyme videos with friends!	Technology	New York, New York, United States	United States	0	0	5	41	74	5	12000	3673	SD 	0.3060833333	0	1	 Flexible Funding 	2012	10	2	2012	11	1	2592000	5	1	2000	0	85	4	11	139	0	0	0	0	0	0
0	myskiva-private-cloud-wifi-router-with-iphone-ipad-android-apps		Experience the power of private cloud without fees. You decide the storage. Access it from anywhere with mobile apps, web   PC/Mac.	Technology	Irving, Texas, United States	United States	0	0	10	110	135	6	50000	3635	SD 	0.0727	0	1	 Flexible Funding 	2013	8	9	2013	9	23	3888000	1	2	30000	0	60	1	11	0	0	0	0	0	0	0
1	rovair-mobile-broadband-for-the-sharing-economy	RovAir Mobile Broadband for The Sharing Economy	Collaborative Consumption platform to allow users to share a mobile broadband account.	Technology	Boston, Massachusetts, United States	United States	0	0	13	35	71	5	45000	3635	SD 	0.0807777778	0	1	 Flexible Funding 	2013	1	9	2013	4	30	9590400	1	5	1800	0	75	11	9	0	0	0	0	0	0	0
2	mobile-knesset	Mobile Knesset	It's about expanding Israeli democracy by creating an open parliament system that lives in every pocket.	Technology	Zion, Israel	Israel	0	0	5	9	16	10	57731	3608	SD 	0.0624967522	0	1	 Fixed Funding 	2013	4	15	2013	6	2	4147200	1	0	5773	0	120	2	7	0	0	0	0	0	0	0
3	laser-spoke-power-meter-for-cyclists	Laser Spoke: Power Meter for Cyclists	Laser Spoke introduces ground-breaking technology for power measurement for cyclists. Universal, Accurate and Affordable.	Technology	Newtow0bbey, United Kingdom	United Kingdom	0	0	4	25	25		85000	3592	SD 	0.0422588235	0	1	 Fixed Funding 	2012	5	10	2012	6	24	3888000	10	1	2000	0	235	0	8	0	0	0	0	0	0	0
4	poikos-perso0l-body-imaging-and-measurement	Poikos: Perso0l body imaging and measurement	Digitise your body and measurements, just using the camera in your smartphone, tablet or PC! Enter the matrix with just a webcam!	Technology	Amsterdam, Netherlands	Netherlands	0	0	0	12	28	5	100000	3584	SD 	0.03584		1	 Flexible Funding 	2013	10	16	2013	12	5	4320000	8	2	50000	0	140	0	12	0	0	0	0	0	0	0
5	project-aire-phase-one	Project Aire - Phase One	The Aire A1 is a solar-powered, touch interactive, and extraordi0rily beautiful, next-generation smartphone.	Technology	Houston, Texas, United States	United States	0	0	10	25	27	24	5000	3580	SD 	0.716	18	1	 Flexible Funding 	2013	11	12	2013	12	22	3456000	1	0	245	6	50	0	9	113	26	0	0	0	0	0
6	power-outage-activated-led-lantern-with-usb-charger	Power Outage Activated LED Lantern with USB Charger	Bright wireless LED Lantern turns on instantly in a power outage or works manually. USB port charges electronics anywhere, anytime.	Technology	Solon, Ohio, United States	United States	0	0	7	37	49	5	20000	3570	SD 	0.1785	0	1	 Flexible Funding 	2012	9	7	2012	11	6	5184000	1	0	1000	0	80	5	9	0	0	0	0	0	0	0
7	cryptocat-fundraiser	Cryptocat Fundraiser!	We've been providing an open source web platform for encrypted communication since 2011. Help Cryptocat grow by funding future development!	Technology	Montreal, Quebec, Ca0da	Ca0da	0	0	0	43	86	2	2000	3562	SD 	1.781	0	1	 Flexible Funding 	2012	4	2	2012	5	17	3888000	25	47	25	47	25	47	1	0	0	0	0	0	0	0
8	building-an-open-source-home-automation-system	Building an Open-Source Home Automation System	I am going to build a complete home automation system based on open-source hardware, record the entire process from start to finish, and make a course from it.	Technology	Paris, France	France	0	0	8	15	59		5000	3561	SD 	0.7122	0	1	 Flexible Funding 	2013	7	9	2013	8	8	2592000	5	15	2500	0	100	3	7	170	10	0	0	0	0	0
9	ten-count-smart-heavy-bag	Ten Count Smart Heavy Bag	We've developed a punching bag that will track your punch power as well as how many strikes you can throw.	Technology	Brantford, Ontario, Ca0da	Ca0da	0	0	6	24	22	2	125000	3545	SD 	0.02836	0	1	 Flexible Funding 	2012	11	14	2013	3	14	10368000	10	2	10000	0	374	0	12	0	0	0	0	0	0	0
10	keep-quelab-open	Keep Quelab Open!	Save Albuqerque's Hackerspace	Technology	Albuquerque, New Mexico, United States	United States	0	0	1	20	29		8500	3507	SD 	0.4125882353	0	1	 Flexible Funding 	2011	6	24	2011	7	24	2592000	35	8	75	12	55	0	2	0	0	0	0	0	0	0
11	obsess-wireless-hdmi-media-console	Obsess, Wireless HDMI Media Console	A dock to connect your smartphone, tablet or laptop wirelessly to your HDTV	Technology	Tempe, Arizo0, United States	United States	0	0	0	4	43		250000	3500	SD 	0.014	11	1	 Flexible Funding 	2013	10	16	2013	12	15	5184000	10	20	7500	0	225	0	8	0	0	0	0	0	0	0
12	workshop-and-hackathon-on-empowering-mobile-tech	Workshop and Hackathon on Empowering Mobile Tech	Help us expand the inter0tio0l conversation on the place of mobile tech in appropriate technology projects.	Technology	Pretoria, South Africa	South Africa	0	0	1	13	21		3000	3495	SD 	1.165	0	1	 Flexible Funding 	2012	11	6	2012	11	23	1468800	25	5	1000	1	300	0	4	0	0	0	0	0	0	0
13	build-a-game	Build a Game	Build a Game is the application to build, play, share and sell your game creations.	Technology	Dallas, Texas, United States	United States	0	0	8	94	45	23	36000	3491	SD 	0.0969722222	0	1	 Flexible Funding 	2013	3	25	2013	4	24	2592000	10	6	500	1	100	13	5	0	0	0	0	0	0	0
14	whatappened	WhatAppened	Ever wondered what the f@#% happened last night? WhatAppened will change that forever! Get missions, take photo's, and receive an ass-kickin' compilation.	Technology	Nieuwendijk, Netherlands	Netherlands	0	0	2	5	71	6	20000	3523	UR 	0.17615	17	1	 Flexible Funding 	2013	11	12	2013	12	21	3369600	2	3	2	3	2	3	11	526	78	0	0	0	0	0
15	tomahawk-drive-the-dream-faster	TOMAHAWK: Drive the dream faster!	The fully ELECTRIC SUPER POWER, designed and developed by www.superlightcar.ca	Technology	Quebec, Quebec, Ca0da	Ca0da	0	0	1	25	29	9	150000	3471	SD 	0.02314	0	1	 Flexible Funding 	2013	7	26	2013	9	24	5184000	1	3	17500	0	60	0	14	455	25	0	0	0	0	0
16	cirri-3d-scanner-professio0l-quality-3d-scans-from-a-camera-or-smart-phone		Cirri uses the best 3D scanning technology in the world. Quality is unmatched yet affordable. Help us in our project to shape a new graphical user interface.	Technology	Ottawa, Ca0da	Ca0da	0	0	3	9	12		55000	4435	AD 	0.0806363636	42	1	 Flexible Funding 	2013	11	24	2014	1	15	4492800	5	0	10000	0	149	0	14	0	0	0	0	0	0	0
17	bound-round-interactive-travel-guides-for-kids	Bound Round: Interactive travel guides for kids	Help us create more fun and educatio0l travel experiences which kids can have anywhere, and in doing so improve literacy and cross-cultural understanding.	Technology	Sydney, Australia	Australia	0	0	11	17	23	12	30000	3455	SD 	0.1151666667	0	1	 Flexible Funding 	2012	8	31	2012	9	30	2592000	5	1	5000	0	75	1	11	0	0	0	0	2.3529411765	318577.558823529	0.1380702059
18	e-ink-monitor-and-ebook-reader-2in1-device	E-INK Monitor and Ebook Reader 2in1 device	It is the world's first E-INK Ebook Reader and E-INK Monitor 2in1 device.	Technology	Shenzhen, Chi0	Chi0	0	0	14	57	45		2000	3425	SD 	1.7125	0	1	 Flexible Funding 	2013	8	17	2013	10	16	5184000	1	3	8899	0	149	0	12	0	0	0	0	0	0	0
19	solar-liberator	Solar Liberator	Fully integrated plug 'n' play solar power system that makes going solar unbelievably easy and cost effective.	Technology	Dallas, United States	United States	0	0	2	22	17		50000	3422	SD 	0.06844	33	1	 Flexible Funding 	2013	11	8	2014	1	6	5097600	1	0	5000	0	219	0	10	67	13	0	0	0	0	0
20	tagapet-using-technology-to-protect-your-pet	TagaPet- Using Technology to Protect Your Pet!	TagaPet wants to solve the problem of lost pets. Our tags link to a pet profile, tell the GPS location of your pet,   send lost pet alerts without monthly fees.	Technology	Lexington, Kentucky, United States	United States	0	0	2	7	47	5	25000	3415	SD 	0.1366	0	1	 Flexible Funding 	2013	9	30	2013	11	14	3888000	10	1	2000	0	85	5	7	4798	9	0	0	0	0	0
21	god-i-share-life-as-it-happens	God-i : Share Life as it Happens !	God-i connects your real life with your social network. It's a wearable video camera - your friends can see what you are up to when you want.	Technology	San Francisco, California, United States	United States	0	0	16	29	33	12	100000	3393	SD 	0.03393	0	1	 Flexible Funding 	2012	12	7	2013	4	6	10368000	1	2	5000	0	149	0	7	0	0	0	0	0	0	0
22	creative-a0rky	Creative A0rky	Viva La (3D) Revolucion!The new revolution is 3D designing and 3D printing. Join our creative uprising...	Technology	Edinburgh, United Kingdom	United Kingdom	0	0	21	34	19	39	120000	3391	SD 	0.0282583333	0	1	 Flexible Funding 	2012	4	11	2012	6	27	6652800	10	7	10000	0	500	2	9	0	0	0	0	0	0	0
23	waterproof-your-phone-tablet-diy-kit	Waterproof your phone   tablet DIY kit	Flash Flood DIY waterproofing kit for your Phones   Tablets using the latest military grade 0notechnology repellent.	Technology	London, United Kingdom	United Kingdom	0	0	1	34	71	3	500	3373	SD 	6.746	0	1	 Flexible Funding 	2013	5	21	2013	6	20	2592000	29	10	83	17	46.5	0	4	0	0	0	0	19.125	1227.5625	0.19444445
24	zeenii-a-weekly-app-for-young-thinkers-makers-explorers		Give kids a new way to learn about their world.	Technology	New York, New York, United States	United States	0	0	4	22	47	7	25000	3368	SD 	0.13472	0	1	 Flexible Funding 	2012	11	28	2013	1	15	4147200	1	3	5000	0	125	0	10	0	0	0	0	0	0	0
25	alertly-security-made-simple--2	Alertly: Security Made Simple	Alertly is a sleek, modern, and intelligent security system that helps you to monitor your home, office, or vehicle using your mobile device.	Technology	Toronto, Ontario, Ca0da	Ca0da	0	0	0	18	26		100000	3354	SD 	0.03354	0	1	 Flexible Funding 	2013	9	19	2013	10	20	2678400	5	2	10000	0	149	0	13	0	0	0	0	109	422.25	3.75
26	send-this-robot-to-australia	Send this Robot to Australia!	Our FIRST Tech Challenge team, team 6041, will compete in the Asia Pacific World Festival in Sydney, Australia! Help raise $6041 to get our robot there!	Technology	New Braunfels, Texas, United States	United States	0	0	0	7	23		6041	3333	SD 	0.5517298461	0	1	 Verified Nonprofit ,  Flexible Funding 	2013	4	13	2013	5	20	3196800	25	5	1000	0	300	0	4	35	0	0	0	0	0	0
27	cirqulikit-save-money-save-the-planet	Cirqulikit: Save Money, Save the Planet!	Use this kit to elimi0te 8 tons of carbon emissions and save money doing it!	Technology	Hanover, New Hampshire, United States	United States	0	0	1	5	9		15000	3320	SD 	0.2213333333	0	1	 Fixed Funding 	2012	8	16	2012	9	21	3110400	5	1	2500	0	250	1	11	0	0	0	0	0	0	0
28	lumencache-lighting	LumenCache Lighting	Bright, Safe, Efficient lighting w/Open Controls. Does not require electrician to install. New standard more appropriate to the low power needs of LED lights!	Technology	India0polis, India0, United States	United States	0	0	11	6	10	2	70000	3311	SD 	0.0473	0	1	 Flexible Funding 	2012	6	7	2012	7	7	2592000	10	1	5000	0	300	4	9	0	0	0	0	215.8064516129	6776.2903225807	3.7587414032
29	deco-sketch-motion	Deco Sketch Motion	Create geometric works of art with motion control technology using the Leap Motion Controller.	Technology	San Diego, California, United States	United States	0	0	0	12	44		8000	3308	SD 	0.4135	0	1	 Flexible Funding 	2013	5	8	2013	6	6	2505600	10	3	500	1	75	0	6	0	0	0	0	165.6666666667	196645.666666667	4.7186799333
30	pingdaddy-reading-glasses-for-your-ears	PingDaddy: Reading Glasses for your Ears	New technology solution for the millions of people suffering from hearing loss who can't afford expensive hearing aids.	Technology	Westbrook, Maine, United States	United States	0	0	0	13	10	2	96000	3304	SD 	0.0344166667	0	1	 Flexible Funding 	2013	10	7	2013	11	24	4147200	10	2	975	2	295	0	7	0	0	0	0	270.0714285714	843855.5	3.7709650214
31	womenlead-launch--38	WomenLEAD Launch	Get ready to revolutionize mentorship with WomenLEAD, a new platform that will e0ble women to lean in to their careers and close the gender leadership gap.	Technology	Boston, Massachusetts, United States	United States	0	0	21	10	20	1	20000	3301	SD 	0.16505	0	1	 Flexible Funding 	2013	4	18	2013	6	27	6048000	10	0	5000	0	175	0	8	0	0	0	0	140.5	115.8333333333	1.6666666667
32	customer-culture-0vigator	Customer Culture 0vigator	CC0vigator provides small business owners with a self-guided software package that coaches them through the relationship building process and increases sales.	Technology	New York, New York, United States	United States	0	0	1	6	5		150000	3300	SD 	0.022	0	1	 Flexible Funding 	2013	9	20	2013	11	19	5184000	100	2	5000	0	750	0	6	0	0	0	0	0	0	0
